Lieu,Prix,Details,Description_A_Propos,Lien,Addr_Regex,Addr_NLP,Adresse_Finale
Lyon 4ème (69004),638 €,47 m² - 2 pièces,"Quai de Saone, résidence calme et fermée, appartement de type 2 de 47.82 m² situé au 3ème étage avec ascenseur, une chambre, chauffage électrique, parking, - disponible le 16/4/2026, Zone soumise à encadrement des loyers : Loyer de base : 587.52 euros / Loyer de référence majoré (loyer de base à ne pas dépasser) : 765.12, assurance habitation (facultative) à partir de 20.57 euros ttc/mois.Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le Site Géorisques :",https://www.vizzit.fr/fr/property/appartement/lyon-4/Afgupqyea642tnfg,Quai de Saone,,Quai de Saone
Lyon 6ème (69006),1 390 €,46 m² - 3 pièces,"Location Meublee Lodgis (Référence : 3L625898) : C'est dans une copropriété calme et sécurisée que vous trouverez au deuxième étage sans ascenseur ce beau logement meublé Composé d'une entrée avec rangements, d'un séjour avec cuisine intégralement équipée ouv... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-6/A3rpqvhf0vh4vxkc,,,
Lyon 3ème (69003),850 €,53 m² - 2 pièces,"Appartement T2 53m² - Lyon 3 - Appartement de type 2 de 53.64m² situé situé rue du Dauphiné, à proximité des bus 69 et C11 (arrêt Villebois Mareuil) et des commerces, Dans une résidence sécurisée avec espaces verts cet appartement situé en rez de chaussée et sans vis à vis se compose d'un hall d'entrée avec placards muraux, d'un séjour de 18m² donnant sur la terrasse de 16m² , d'une cuisine séparée aménagée et équipée (hotte et plaque de cuisson), d'une chambre avec placard de rangements , et d'une salle de bain avec Wc. Vous bénéficiez avec cet appartement d'une place de parking en sous sol sécurisé et d'une cave. Le chauffage, l'eau chaude et l'eau froide sont individuels au gaz et l'entretien chaudière est collectif ( compris dans les charges) Dpe (Diagnostic de Performance Énergétique) : « Dpe C- Ges C » Ce logement est éligible au dépôt de garantie simplifié avec DepoZen. Zone soumise à encadrement des loyers : Oui Loyer de base : 777.78€ Loyer de référence majoré (loyer de base à ne pas dépasser) : 933.34€ ""Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : Loyer de 850,00 euros par mois charges comprises dont 45,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 703,75 euros ( soit 13,12 euros/m² ) dont 162,53 euros pour état des lieux ( soit 3,03 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 720 et 1 030 euros. Prix moyens des énergies indexés en 2023.",https://www.vizzit.fr/fr/property/appartement/lyon-3/Aa55edwj8db4miw7,rue du Dauphiné,rue du Dauphiné,rue du Dauphiné
Lyon 3ème (69003),1 715 €,93 m² - 4 pièces,"93 m2 proximité Part Dieu et ttes commodités 5° étage Standing hall d'entrée grand séjour avec cuisine semi ouverte 3 chambres dont une suite parentale avec salle de bains, une salle d'eau, 2WC,espace buanderie,cuisine semi equipée,terrasse avec peu de visàvis,chauffageet e... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-3/Aqompzuuc92mm2g7,,,
Lyon 9ème (69009),1 490 €,87 m² - 4 pièces,"Appartement 4 pièces 87 m² Tesserim vous propose à la location un appartement de type 4 entièrement rénové et idéalement situé au 21 bis rue du docteur Rafin 69009 Lyon - secteur Vaise - Montée de l'Observance - dans un immeuble sécurisé avec une gardienne. Cet appartement lumineux au 7ème étage et dernier étage avec ascenseur de 86,83 mètres carrés est équipé d'une climatisation réversible Il se compose d'une entrée, d'une cuisine séparée avec un accès à la loggia, d'un séjour de presque 17m2, de trois chambres de presque 14m2, d'une salle d'eau et d'un wc séparé. Vous bénéficiez d'un grand balcon de 16,83m2avec une vue dégagée. L'appartement dispose d'une cave et de places de parking situées à l'avant et à l'arrière de la résidence. Zone soumise à encadrement des loyers Loyer de référence majoré : 1154,84 euros Complément de loyer : 165,16euros (localisation du bien, grande hauteur sous plafond, équipements de qualité) Charges : 170,00 euros Dépôt de garantie : 1320,00euros Honoraires de mise en location : 1128,79euros Ttc Disponibilité Immédiate Surface : 87 m² Modalité de récupération des charges locatives : Prévisionnelles mensuelles avec régularisation annuelle Date de réalisation du diagnostic énergétique : Consommation énergie primaire : 221 kWh/m²/an Consommation énergie finale : 216 kWh/m²/an Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1 540 € et 2 090 € sur les années 2021, 2022 et 2023 (abonnements compris).",https://www.vizzit.fr/fr/property/appartement/lyon-9/A2t3hkmeih75gr0i,rue du docteur Rafin,,rue du docteur Rafin
Lyon 7ème (69007),880 €,36 m² - 2 pièces,"Loue appartement meublé T1 Bis de 36 m² environ avec balcon situé à Lyon 7ème. Proximité Université Jean Moulin - 4 minutes à pied du métro Garibaldi - 20 minutes à pied de la gare Lyon Part Dieu. L'appartement, situé au 1er étage, est composé de : Séjour de 19.08m² avec coin cuisine Chambre avec placard mural 9.04m² Hall de 3.6m² avec placard mural Salle de bain avec baignoire et Wc séparés. De plus il est loué avec une cave et un garage Entrée avec digicode - ascenseur Immeuble récent donnant sur rue très calme Chauffage électrique Loyer 820€ + Charges 60€/mois",https://www.vizzit.fr/fr/property/appartement/lyon-7/Avqmn351ew3ick2j,,,
Lyon 8ème (69008),1 036 €,88 m² - 4 pièces,"Ref:006239 En Exclusivité Et Sans Frais D'agence ! T4 de 88m² situé 158 Rue Challemel Lacour 69008 Lyon à proximité du Tram T6 arrêt Moulin à Vent, des commerces. Il se compose d'une entrée, d'un espace de rangement, d'un séjour donnant sur un petit balcon, une cuisine séparée, 3 chambres, salle de bain et wc séparé. Chauffage collectif. Montant du loyer 822,87 euros/mois Hc, montant des charges 213,39 euros/mois Loyer Cc 1036 euros Logement soumis à encadrement des loyers avec pour loyer de référence 1056 euros Hors Charges",https://www.vizzit.fr/fr/property/appartement/lyon-8/A8kixveh3bn55cz6,158 Rue Challemel Lacour,158 Rue Challemel Lacour 69008 Lyon,158 Rue Challemel Lacour
Lyon 4ème (69004),901 €,42 m² - 2 pièces,"Appartement de 42 m² à louer sur Lyon Loft meublé a louer au dernier étage sans ascenseur dans un joli petit immeuble tres calme., sans vis a vis. Vue sur les arbres et la place Millaud. À proximité de tous les commerces. Grand T2 de 52.31 m² au sol avec chambre sép... Voir plus sur lesiteimmo.com",https://www.vizzit.fr/fr/property/appartement/lyon-4/Ag71pon7kq3wmy8d,place Millaud,place Millaud,place Millaud
Lyon 2ème (69002),1 250 €,71 m² - 3 pièces,"Exceptionnel T3 Dans Le 2E Arrondissement Luxe, Confort & Prestige Situé en plein coeur du 2e arrondissement, cet appartement de 71 m2 allie élégance et fonctionnalité pour séduire les familles exigeantes en quête d'un cadre de vie idéal. Caractéristiques clés : 2 chambres spacieuses Parfait pour une petite famille Cuisine aménagée Optimisée pour votre quotidien Salle d'eau moderne Confort et praticité Balcon sur la longueur de l'appartement 6e étage (dernier niveau) avec ascenseur Lumière, tranquillité & vue dégagée Garage en plus pour 100 Eur Stationnement sécurisé, un atout rare Un emplacement stratégique : Proximité immédiate avec commerces, transports, pour une vie urbaine sans compromis. Loyer : 1 350 EUR/mois Une opportunité à saisir rapidement ! Charges : 50 Eur Dépôt de garantie : 2 600 Eur Disponibilité : de suite Contactez My Casa Immobilier dès maintenant pour découvrir ce bijou ! voir le numéro |",https://www.vizzit.fr/fr/property/appartement/lyon-2/Axmr6b56aeh3msm7,,,
Lyon 7ème (69007),980 €,51 m² - 2 pièces,"Rue Raulin, proche des quais du Rhône, et de l'hopital St Joseph, loue 2 pièces de 51 M², entièrement rénové. Il es composé de la pièce de vie avec une cuisine entièrement équipée, une chambre équipée d'un dressing habillé, la salle d'eau (cabine douche) et Wc séparé. Possibilité de mettre un lave linge. Chauffage individuel au gaz Il est situé au 5ème étage avec ascenseur. L'appartement est disponible dès maintenant.",https://www.vizzit.fr/fr/property/appartement/lyon-7/Ag028vra6f3elijb,Rue Raulin,Rue Raulin,Rue Raulin
Lyon 3ème (69003),1 200 €,50 m² - 2 pièces,"À louer T2 meublé, dans une residence recente, situé à Lyon Montchat, à proximité immédiate de Grange Blanche, des transports et commerces. Appartement entièrement équipé : lave-vaisselle, lave-linge, chaudière individuelle, four électrique, micro-ondes, plaque à induction, Tv. Garage électrifié inclus Appartement non-fumeur Loyer : 1 200 € charges comprises (garage inclus) Dépôt de garantie : 2 mois de loyer 2 Garants (cautions solidaires) exigés, dossier complet obligatoire. Merci de vous présenter brièvement par message (situation professionnelle, revenus, durée souhaitée).",https://www.vizzit.fr/fr/property/appartement/lyon-3/A1zk8bh4tj4bs944,,,
Lyon 6ème (69006),1 470 €,89 m² - 2 pièces,"3 avenue Maréchal de Saxe - 69006 Lyon, Bel immeuble des année 1900- A proximité immédiate du métro Foch. Appartement de type 2 pièces plus alcôve comprenant entrée, cuisine partiellement meublée, grand séjour avec alcôve, grande chambre, salle d'eau et wc séparé. Chauffage individuel au gaz. Loyer 1400+ 70.00 euros de charges. Dépôt de garantie 1400.00 euros. Honoraires à la charge du locataire 800.00 euros ttc. Libre le de suite Appartement entièrement rénové.(peinture, parquet, électricité, chauffage). Honoraires de 800 euros Ttc à la charge du locataire comprenant 100 euros Ttc pour l'état des lieux. Loyer de base 1400.00 euros/mois. Provision sur charges 70 euros/mois, régularisation annuelle. Dépôt de garantie 1 400 euros. Classe énergie C, Classe climat B Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1500.00 euros et 2100.00 euros sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : .",https://www.vizzit.fr/fr/property/appartement/lyon-6/Aaq2976gmyqwwdwu,3 avenue Maréchal de Saxe,3 avenue Maréchal de Saxe - 69006 Lyon,3 avenue Maréchal de Saxe
Lyon 2ème (69002),2 364 €,156 m² - 4 pièces,"Bien exceptionnel ! 1 Rue Antoine de Saint Exupery 69002 Lyon, à proximité des commerces et des transports (Métro A / Arrêt Bellecour), situé au 3ème étage sans ascenseur d'une résidence de haut standing, venez découvir cet appartement T4 de 156,38m2 doté d'un séjour spacieux et lumineux, une cuisine ouverte meublée et équipée, le séjour donne également accès à un grand bureau. Vous trouverez ensuite 3 chambres avec des rangements dont 2 qui disposent chacune de leurs propres salles de bains. Il y a également une 3ème salle de bains et 2 WC.Le chauffage et l'eau chaude sont individuels au gaz.Possibilité de louer un garage en complément pour 305 euros/mois. Assurance Multirisques Privilège : 21.08 euros / mois Services facultatifs, voir conditions en agences Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques. Gouv. Fr",https://www.vizzit.fr/fr/property/appartement/lyon-2/Adzc9pc68510961v,1 Rue Antoine de Saint Exupery,1 Rue Antoine de Saint Exupery 69002 Lyon,1 Rue Antoine de Saint Exupery
Lyon 9ème (69009),842 €,51 m² - 3 pièces,"Lyon 9 - Dans la copropriété nommée Le Visan situé 220 Avenue Barthélémy Buyer - T3 d'environ 52 m² situé au 1er étage - Appartement composé d'un séjour avec petit balcon, une cuisine avec loggia, deux chambres, une salle de bains et un Wc - Prévoir frais d'agence et dépôt de garantie",https://www.vizzit.fr/fr/property/appartement/lyon-9/Ag24bzkm9d4t59lb,220 Avenue Barthélémy Buyer,220 Avenue Barthélémy Buyer - T3 d'environ 52 m²,220 Avenue Barthélémy Buyer
Lyon 7ème (69007),808 €,25 m² - 1 pièce,"Oqoro vous présente ce T2 de 25m2 situé 73 route de Vienne à Lyon 7. Le logement est proche du tram T2 arrêt route de Vienne, et du tram T4 arrêt Jet d'eau, Mendès France. Pour vos courses, Intermarché à moins de 10 min à pied. Vous aurez à proximité toutes les commodités et loisirs : Salle de sport Basic Fit, Bowling du 8 €, boulangerie, boutiques, bars et restaurants. Le parc Sergent Blandan est accessible à moins de 10 min. Pour les étudiants, vous pourrez accéder à l'université Jean Moulin à pied (20 min). L'appartement est cosy, idéalement meublé pour un étudiant ou jeune actif. La pièce de vie propose un coin salon avec canapé, table basse, meuble Tv et bar mange-debout. L'espace cuisine comporte une machine à laver, micro-ondes, plaques de cuisson. La chambre est équipée avec un lit double, et la salle d'eau attenante d'un Wc, meuble vasque avec miroir et douche. Pour Faire Une Candidature, Aller Sur Notre Site Web Oqoro Et Renseigner La Reference : Sl9075f Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : Montant estimé des dépenses annuelles d'énergie pour un usage standard : 407 euros par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)",https://www.vizzit.fr/fr/property/appartement/lyon-7/Albhi5lriuo4cxuu,73 route de Vienne,73 route de Vienne,73 route de Vienne
Lyon 2ème (69002),1 498 €,80 m² - 3 pièces,"Appartement T3 de charme situé place des Célestins 4 étage avec ascenseur parties communes en parfait état deux chambres une salle de bains, une salle d'eau wc séparé buanderie cuisine équipée exposition plein Sud",https://www.vizzit.fr/fr/property/appartement/lyon-2/A8oorjfl1w8icso2,place des Célestins 4 étage,,place des Célestins 4 étage
Lyon 1er (69001),675 €,36 m² - 1 pièce,"Lyon 1 proche Métro Croix-Paquet, rue des Tables Claudiennes, type 1 de 36.48 m² au 2ème étage, cuisine, séjour avec mezzanine , salle de douche, chauffage individuel électrique, disponible le 23/2/26. Assurance mutirisque habitation (facultative) à partir de 13.85 euros ttc/mois. Zone soumise à encadrement des loyers : Loyer de base : 667 euros. Loyer de référence majoré (loyer de base à ne pas dépasser) : 769.73 euros.Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : ,",https://www.vizzit.fr/fr/property/appartement/lyon-1/Anl84fi3pybm7cwo,rue des Tables Claudiennes,rue des Tables Claudiennes,rue des Tables Claudiennes
Lyon 2ème (69002),1 210 €,55 m² - 2 pièces,"Disponible au , dépot de dossier en ligne En plein coeur de la Presqu'ile, Rue des 4 Chapeaux à Lyon 2, nous vous proposons un T2 meublé situé au 1er étage avec ascenseur. L'appartement se compose d'une belle pièce de vie avec une cuisine rénovée entièrement équipée (four, plaques, hotte, lave vaisselle, frigidaire), une chambre avec un dressing intégré, une salle de bains avec une machine à laver et un Wc séparé. Vous serez séduit par la rénovation récente du bien et ses préstations. Eau froide collective. Proche des commodités (métro, commerces) Zone Soumise A L'encadrement Des Loyers, loyer médian : 17 euros/m2, loyer majoré : 20,40 euros/m2, complément de loyer : 30,76 euros Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",https://www.vizzit.fr/fr/property/appartement/lyon-2/A2vs2iws35z25pnb,Rue des 4 Chapeaux,Rue des 4 Chapeaux,Rue des 4 Chapeaux
Lyon 4ème (69004),4 590 €,125 m² - 4 pièces,"Au coeur de la Croix-Rousse, appartement duplex dénommé Shantoung de type 4 entièrement meublé et équipé situé au 5ème et dernier étage dans un immeuble en copropriété avec ascenseur. Cet appartement moderne d'environ 125 m² + 73 m² de terrasse est agencé pour vous offrir intimité, praticité et convivialité. Il se compose au niveau bas d’une belle entrée composée de placards de rangements sur mesure, d'un wc, d'une buanderie avec lave linge et sèche linge, de 2 chambres avec chacune sa salle d'eau, et d'une 3ème chambre parentale très spacieuse avec salle de bains. Au niveau haut, une belle pièce à vivre climatisée vous attend avec son coin repas, son salon et sa vaste cuisine ouverte aménagée et entièrement équipée, un grand cellier et des toilettes. Une magnifique terrasse de 73 m² prolonge cet appartement avec une superbe vue sur Lyon et ses environs, parfait pour se détendre et profiter des beaux jours. Prestations haut de gamme et mobilier de qualité. Cour avec parking à vélos. Dpe () : D (consommation énergétique 189 kwh/m²/an) et Ges : B (consommation énergétique 6 kgco²/m²/an) L'erp a été établi et sera communiqué lors de la visite des lieux Loyer Mensuel Hors Charges : 4 405 € (avec complément de loyer) Charges Mensuelles : 185 € charges de copropriété et ménage hebdomadaire inclus. Le bailleur s'engage à proposer les services suivants en sus du loyer mentionné : ménage et/ou changement de linge de maison à une fréquence définie selon la demande. Dépôt de garantie : 2 mois de loyer Ht et hors charges soit 3 951 € Garantie : garant physique Référence de loyer minoré : 10.40 €/M² sans complément de loyers Référence de loyer majoré : 17.80 €/M² sans complément de loyers (= Loyer de référence majoré - loyer de base à ne pas dépasser) Disponible de suite",https://www.vizzit.fr/fr/property/appartement/lyon-4/A23i703wrdtpfv9d,,,
Lyon 3ème (69003),1 257 €,71 m² - 3 pièces,"A 2 pas de la Presqu'ile et des métros, Magnifique T3, au 1er étage avec ascenseur qui vient d'être réhabilité (cuisine équipée, douche à l'italienne, Wc séparé, Dressing) avec de matériaux de qualité. Chauffage individuel gaz. Honoraires de 841,10 euros Ttc à la charge du locataire comprenant 122 euros Ttc pour l'état des lieux. Zone soumise à encadrement des loyers. Loyer de référence majoré (loyer de base à ne pas dépasser) 1078.65 euros/mois. Loyer de base 1078.65 euros/mois. Provision sur charges 40 euros/mois, régularisation annuelle. Complément de loyer 138,58 euros/mois. Dépôt de garantie 1 217,23 euros. Classe énergie D, Classe climat D Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 1480.00 euros et 2050.00 euros sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : .",https://www.vizzit.fr/fr/property/appartement/lyon-3/A69rdfdlv9jg94ns,,,
Lyon 3ème (69003),861 €,31 m² - 3 pièces,"Rue du Dauphiné - Disponible de suite ! Idéalement situé à proximité des commerces, des transports en commun (métro D arrêt Sans Souci, Tram T3 arrêt Dauphiné - Lacassagne, T4 arrêt Archives Départementales, bus) et de l'Université Jean Moulin Lyon 3. Charmant T3 de 41m² (dont 31m² de surface habitable) situé au 4ème et dernier étage (sans ascenseur), entièrement rénové en 2020, composé d'une pièce à vivre avec cuisine aménagée et équipée (plaques, hotte et frigo), deux chambres et une salle d'eau avec Wc. Chauffage et eau chaude individuels électrique. Climatisation. Complément de loyer : surface utile, climatisation, cuisine aménagée et équipée, hauteur sous plafond. Rendez-Vous pour consulter la visite à 360°. Cliquez sur le lien ""Mon dossier en ligne"" pour déposer votre dossier de candidature et obtenir un rendez-vous de visite.",https://www.vizzit.fr/fr/property/appartement/lyon-3/Adfo4u71o8730re5,Rue du Dauphiné,Rue du Dauphiné,Rue du Dauphiné
Lyon 4ème (69004),1 800 €,77 m² - 3 pièces,"Appartement canut de 77m2 (72m2 loi Carrez) situé sur la place commandant Arnaud dans le quartier vivant de la Croix rousse. Entièrement rénové en 2023 par un architecte, il se compose au niveau bas : - d’une cuisine équipée (frigo / congélateur / four / lave vaisselle / micro onde / plaques induction) ouverte sur un grand salon (espace salle à manger, et espace lecture avec grande bibliothèque sur mesure). - Une salle de bain (avec baignoire et machine à laver). Sur la mezzanine (1.83m de hauteur) 2 chambres en second jour séparées par un dressing. Cet appartement est loué meublé. Appartement situé au premier étage sur cour est calme et frais. Appartement disponible à la location à partir de février 2026. N'hésitez pas à me pour plus d'informations ou pour organiser une visite.",https://www.vizzit.fr/fr/property/appartement/lyon-4/Ax8rbt05qjt5ilyu,place commandant Arnaud,,place commandant Arnaud
Lyon 9ème (69009),2 450 €,128 m² - 4 pièces,"À louer, direct propriétaire. Appartement d’exception, sur les quais de Saône à proximité immédiate du métro Valmy et du centre (Bellecour à deux arrêts de métro). Traversant et calme avec vue dégagée. T4 de 128 m² avec le charme de l’ancien (parquet chevron, moulures) refait à neuf avec une grande hauteur sous plafond et lumineux, il dispose : - d’un séjour spacieux, vue dégagée sur les quais, avec cheminée en marbre et moulures - d’une cuisine américaine entièrement équipée (four, lave vaisselle, hotte et nombreux rangements) ouverte sur le séjour - d’une salle à manger de réception (pouvant éventuellement être transformée en chambre) - de deux chambres avec dressing et rangements - une salle de bain (double vasque, douche à l’italienne et baignoire) ainsi que des toilettes séparées. L’Appartement est loué entièrement meublé avec un mobilier haut de gamme et de nombreux rangements.",https://www.vizzit.fr/fr/property/appartement/lyon-9/A6otvdrwqia2nnno,,,
Lyon 2ème (69002),2 560 €,162 m² - 6 pièces,"Lyon 2 - Ainay, au 4ème étage d'un immeuble avec ascenseur, très bel appartement en angle, rénové et très lumineux, comprenant une grande entrée desservant salon, salle à manger, une grande cuisine meublée et partiellement équipée neuve, quatre chambres, une salle de bains, une salle d'eau, toilette séparée. Chauffage individuel au gaz. Proche des transports, commerces, écoles. Zone soumise à l'encadrement des loyers. Loyer de référence majoré : 2 410.77 euros / Loyer de référence : 2 003.55 euros. Classe énergétique catégorie : C Estimation des coûts annuels d'énergie : entre 2 261.00 euros et 3 059.00 euros. Frais état des lieux : 3.03 euros/m² soit 493.00 euros (loi Alur). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",https://www.vizzit.fr/fr/property/appartement/lyon-2/Atotxwaure3igahj,,,
Lyon 3ème (69003),1 070 €,68 m² - 3 pièces,"A quelques minutes à pieds de la Part-Dieu côté Villette, près de tous les commerces essentiels. Au 5ème étage d'une résidence de 2001, interphone et ascenseur, appartement traversant très lumineux. Il est composé d'un grand séjour avec cuisine ouverte en pa... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-3/Aj8prvz8tye0hw7v,,,
Lyon 7ème (69007),750 €,44 m² - 2 pièces,"Particulier loue T2 de 44m² à Gerland, proche du métro Jean Jaurès et du tramway T1 et T6. Appartement deux pièces traversant, au 2ème étage sans ascenseur. Séjour avec cuisine ouverte (comprenant un lave vaisselle, un four et une plaque a induction + hotte) 1 chambre parquet avec placard, salle d'eau avec douche et Wc. Loyer de 720 euros + 30 euros de charges soit 750 euros Eau Et Electricite Non Comprises. Disponible début Mars. Contact par téléphone Svp Agence s’abstenir. Merci.",https://www.vizzit.fr/fr/property/appartement/lyon-7/An9sdhvdue13htae,,,
Lyon 7ème (69007),1 600 €,75 m² - 3 pièces,"Loue appartement T3 meublé situé quartier Guillotière-Saxe Gambetta, au 6eme et dernier étage. L’Appartement est composé d’une grande entrée, une cuisine séparée aménagée et équipée avec un îlot central. Le séjour salle à manger donne sur le balcon avec une vue Fourvière. Une salle de douche à l’italienne avec meuble double vasques. Wc séparé. 2 grandes chambres. L’Appartement est équipé d’une climatisation réversible. Une cave et une place de parking aérienne dans la copropriété complète l’appartement. La copropriété dispose d’un ascenseur. Disponible au 1er mars. Loyer : 1.600 € (dont 100€ de charges). L’Électricité et internet à la charge du locataire. Documents à fournir : - photocopie de votre pièce d'identité et du garant, le cas échéant - 3 derniers bulletins de salaire - carte d'étudiant, le cas échéant - justificatif de domicile (facture Edf, avis de taxe d'habitation, ...) - dernier avis d'imposition (ou celui du garant) - attestation d'employeur (ou celui du garant) - photocopie de la taxe foncière (ou des impôts locaux si le garant est propriétaire de son logement) - R.I.B - Quittances de loyer de la précédente location - Garantie visale acceptée.",https://www.vizzit.fr/fr/property/appartement/lyon-7/Ad1mtimgkh4dl07h,place de parking aérienne,,place de parking aérienne
Lyon 2ème (69002),890 €,28 m² - Studio,"Merci De Prendr Rdv En Ligne Via Le Formulaire De Contact Agence - Vous recevrez un lien par mail pour la prise de rendez-vous. 35 Rue Sainte-Hélène - 69002 Lyon. Quartier Ainay. Au quatrième étage, appartement T1 bis meublé de 28.15m² composé d'une belle pièce à vivre avec cuisine équipée et aménagée, une salle d'eau et un coin couchage en mezzanine. Disponible rapidement. Zone soumise à l'encadrement des loyers : Loyer de référence majoré : 669.97 euros Complément de loyer : 200.30 euros Provisions pour charges : 20 euros (parties communes)",https://www.vizzit.fr/fr/property/appartement/lyon-2/Actgsyzfrco9kaf1,35 Rue Sainte-Hélène,35 Rue Sainte-Hélène - 69002 Lyon,35 Rue Sainte-Hélène
Lyon 7ème (69007),960 €,47 m² - 2 pièces,"? Appartement meublé – Lyon 7ᵉ (Garibaldi) À louer, bel appartement meublé de 47 m², situé dans le 7ᵉ arrondissement de Lyon, secteur Garibaldi, proche des transports, commerces et commodités. L’Appartement se compose d’un espace de vie agréable et lumineux, d’une cuisine équipée, d’une chambre confortable et d’une salle de bain fonctionnelle. ? Les + : • Appartement meublé • Terrasse pour profiter de l’extérieur • Garage inclus • Surface confortable de 47 m² Idéal pour une personne seule ou un couple recherchant un logement pratique et bien situé",https://www.vizzit.fr/fr/property/appartement/lyon-7/Axi91tcqalli8lrw,,7ᵉ arrondissement de Lyon,7ᵉ arrondissement de Lyon
Lyon 5ème (69005),980 €,36 m² - 2 pièces,"Logement bien situé près du métro vieux lyon et de la place Bellecour .
L'appartement avec des placard cuisine ,une chambre à part équipé et une lave lange .
Double vitrage 1 étage
Très claire près de commerce à 50 mètre .
Meublé .
Toilette séparé .
Libre de suite",https://www.vizzit.fr/fr/property/appartement/lyon-5/A26z439qbvarculu,place Bellecour,place Bellecour,place Bellecour
Lyon 4ème (69004),800 €,31 m² - 2 pièces,"Idéalement situé dans la résidence verdoyante ""Chantoiseau"" à Caluire-et-Cuire, venez découvrir ce charmant T2 meublé de 32m² ! Il se compose d'une entrée desservant la salle d'eau, une chambre ainsi qu'une agréable pièce de vie avec kitchenette entièrement équ... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-4/Aulkitm4pl5g2685,,,
Lyon 7ème (69007),680 €,20 m² - Studio,"Studio avec parking sous-sol sécurisé Disponible immédiatement jusqu’à fin mai 2026. Idéal pour un stagiaire ou pour une mission de quelques mois. Situé au 2ème étage avec ascenseur. Adresse : 28 Rue des Girondins, Lyon 7. Résidence parfaitement entretenue avec laverie et local à vélo. Loyer : 680 Eur par mois (charges d’eau et parking compris, électricité non incluse). Caution : 1000 Eur. Premier contact : Merci de me via la messagerie du Boncoin. Je vous réponds systématiquement",https://www.vizzit.fr/fr/property/appartement/lyon-7/Agi2k5h1kg61ebqr,28 Rue des Girondins,28 Rue des Girondins,28 Rue des Girondins
Lyon 3ème (69003),970 €,49 m² - 2 pièces,"Secteur Monchat Type 2 Avec Garage- Dans une résidence récente sécurisée avec gardien, appartement de 2 pièces composé d'une entrée sol marbre, d'un séjour sol marbre donnant sur un balcon, une chambre , une cuisine indépendante aménagée, une salle de bains ... Voir plus sur seloger.com",https://www.vizzit.fr/fr/property/appartement/lyon-3/Aq2incvezn8d1dnb,,,
Lyon 2ème (69002),746 €,38 m² - 1 pièce,,https://www.vizzit.fr/fr/property/appartement/lyon-2/Atqvdbafz02a5a2t,,,
Lyon 3ème (69003),666 €,25 m² - Studio,"34 Rue De La Part Dieu, proximité centre ville, transports et tout commerces, un charmant studio meublé avec goût, situé au 1er étage (avec ascenseur) d'une surface de 25, 46 m², comprenant un hall d'entrée avec rangement, un séjour ouvert lumineux, avec cuisine équipée, une salle de bains et wc séparé. Chauffage collectif gaz, eau froide et chaude collective. Dpe en C Loyer de référence : 516.84 € Loyer majoré 20 % : 621.22 € Libre le 21/2/2026 Cet appartement est soumis la garantie loyer impayé. Merci de déposer votre dossier en ligne avant toute visite sur le site de l'agence. Loyer de 666,00 euros par mois charges comprises dont 45,00 euros par mois de provision pour charges (soumis la régularisation annuelle). Les honoraires charge locataire sont de 330,98 euros ( soit 13,00 euros/m² ) dont 77,14 euros pour état des lieux ( soit 3,03 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 210 et 330 euros. Prix moyens des énergies indexés en 1989. Zone soumise encadrement des loyers. Le loyer de base du bien proposé est de 621 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 669,598 euros",https://www.vizzit.fr/fr/property/appartement/lyon-3/Ax8ujzv23wdnbgs9,34 Rue De La Part Dieu,34 Rue De La Part Dieu,34 Rue De La Part Dieu
