Titre,Prix,Lien,Image,DerniereVue,Description
Appartement 70 m2 Lyon 1,1 300 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295204193A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/photos.ubiflow.net/bb/ea/LzY5NDUzOC81NDg5NjE0MzQvcGhvdG9zLzEuanBnPzIwMjYwOTEwMDcyMTEw_rct?func=crop&w=320&gravity=auto,2026-09-24,"COTE SAONE - Référence de l'annonce 26180 - Située dans le 1er arrondissement de Lyon, cette résidence bénéficie d'un emplacement privilégié, à proximité immédiate des commerces, transports et commodités du quotidien. Le quartier offre un cadre de vie agréable et pratique, permettant de rejoindre facilement le centre-ville. Une localisation idéale pour profiter pleinement de la vie lyonnaise. Découvrez cet appartement T3 de 70,65 m² situé en rez-de-chaussée. Il se compose d'une entrée avec placard, d'un agréable salon ainsi que d'une cuisine disposant d'un évier et de meubles de rangement. L'espace nuit comprend deux chambres avec placards intégrés ainsi qu'une salle de bains équipée d'une baignoire, d'un meuble vasque et d'un miroir. Chauffage individuel au gaz. Un garage en sous-sol est compris dans le prix du bien. (165€ inclus dans le montant du loyer de 1135€ charges comprises). VALORITY ADB Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Honoraires d'état des lieux : 211.95 Bien situé dans une ville soumis à l'encadrement des loyers : Adresse : rue Duroc, Lyon, Rhône (69)"
Appartement 50 m2 Lyon 3,830 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295197462A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.paruvendu.fr/e5/72/L21lZGlhLXBhL1dJMTcvNy85L1dJMTc3OTE3NDAzXzEuanBlZz8yMDI2MDkxNTE4NTUwOQ_rct?func=crop&w=320&gravity=auto,2026-09-24,"Jolie T2 50m2 rafraîchi, rdc avec jardin privatif arboré interieur sans vis à vis, idéal pour personne possedant un animal. calme. Toute commodités a proximité, proche part dieu. Jolie quartier Lieu : Rhône (69)"
Chambre 150 m2 Lyon 6,720 € CC*,https://www.paruvendu.fr/immobilier/location/chambre/1295183458A1KILHCM000,https://img.paruvendu.fr/_static_/2026092408/communfo/img/sitemobile/transparent_1x1.png,2026-09-24,"Chambre meublée pour Etudiant(e) ou Salarié(e) en colocation 1 rue Bossuet 69006 LYON Libre de suite, Reste une Chambre double meublée de 25 m² pour Etudiant(e) ou salarié(e) toute équipée en Co-Location tout refait à neuf comprenant Lit et literie ? Armoire ? bureau ? Micro-onde ? plus vaisselle dans la chambre ? aspirateur et fer à repasser. En commun : Cuisine entièrement équipée ? Salle de bains WC ? pièce d'accueil pour réception avec terrasse privative et jardin bio (tomates ? courgettes ? choux à entretenir et déguster). Loyer : 590€ plus charges 80€ et bien mobilier 50€ : soit 130€: comprenant Eau ? Electricité - Gaz ? chauffage ? Wifi ? assurance ? charges immeuble ? Taxe ordure ménagère. Garants obligatoires. Dépôt de Garantie : Deux mois avec Constat d'huissier pour état des lieux. Adresse : 1 rue Bossuet 69006 LYON Métro Foch ? Bus ? station Vélov proche Gare Part Dieu à 20 mn à pied ou Perrache Métro Foch ligne directe Bail de 9 mois pour étudiant(e) renouvelable ou un an pour salarié (e). Visites prévues les après-midis de 15h 30 à 18h. Premier contact par mail () avec votre numéro de téléphone : je rappelle Lieu : Rhône (69)"
Appartement 40 m2 Lyon 8,700 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295648290A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/www.allyoucanpost.com/ae/34/L2FkLXBpY3R1cmUvNmFiNTBhNzM2NmMyODc3ODMzMDRhOTcxL3BpY3R1cmUtMC5qcGc_dHM9MTc5MDI0OTU4NyYyMDI2MDkyNDIwMTc0OA_rct?func=crop&w=320&gravity=auto,2026-09-24,"Appartement de 40 m2 à louer sur Lyon T2 Lyon 8 - Jet d'Eau Cuisine équipée avec rangements / cuisinière gaz / plan de travail Chambre avec placard mural Salle de bain avec douche / rangements / miroir Hall d'entrée avec rangements Chercher un logement, c'est l'enfer, alors on a créé 123 Loger pour vous simplifier la vie. Combien ça coûte ? Vous réglez le pass de 34 euros (29 euros pour les étudiants). Le pass est mensuel, votre profil reste actif tant que vous restez abonné-e. Sans engagement, vous pouvez vous désabonner très facilement. Nous offrons une garantie satisfait-e ou remboursé-e pendant 1 mois. Comment ça marche ? Sur 123 Loger, ce sont les propriétaires qui contactent les locataires et ça change tout. 1 - Vous définissez vos critères : villes, surface, budget, etc 2 - Vous décrivez votre profil locataire : CDI, étudiant, indépendant, revenus, garant, etc… Une fois pour toute ! 3 - Les propriétaires consultent votre profil et vous contactent directement. À bientôt sur 123 Loger. CC TTC Charges : 35 euros/mois Lieu : Rhône (69)"
Appartement 19 m2 Lyon 3,620 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295143848A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/37/d8/L2JpZW5zLzMzNzg4NTM1LzZhYTAwYTQxNGIwZmE_MjAyNjA5MjQxMDA0MjM_rct?func=crop&w=320&gravity=auto,2026-09-24,"620€ CC - A SAISIR DE SUITE à LYON 3ème quartier la Guillotière studio de 19m² + mezzanine de 8m², composé séjour, kitchenette équipée, salle de douche,wc, placards, double vitrage. Zone soumise à encadrement des loyers - Loyer de base: 595€ - Loyer de référence majoré: 392,58€ - Maj.de loyer: 202,42€ - TOUTES NOS OFFRES DE LOCATION SUR LOCA.FR - Réf - 6936158- Frais de convention: 220€ - Cette offre s'inscrit dans le cadre de la fourniture d'un fichier. Descriptif : - Surface habitable : 19 - Nb. de pièces : 1 Montant des charges : 25 euros Disponible immédiatement Lieu : Rhône (69)"
Appartement 32 m2 Lyon 5,700 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295134511A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/91/23/L2JpZW5zLzMzNzg3NDQ0LzZhOWZjNTZhZTA4MDA_MjAyNjA5MjQxMDA0MjM_rct?func=crop&w=320&gravity=auto,2026-09-24,"700€ CC/ Mois - A SAISIR DE SUITE à SAINT JUSTE à LYON 5ème, studio de 32m² composé d'une entrée, séjour, kitchenette équipée, salle de douche, wc, double vitrage, placards. Zone soumise à encadrement des loyers. Loyer de base: 675€. Loyer de référence majoré: 5675.20€ - TOUTES NOS OFFRES DE LOCATION SUR LOCA.FR. Réf: 6936553. Frais de convention : 220€. Cette offre s'inscrit dans le cadre de la fourniture d'un fichier. Descriptif : - Surface habitable : 32 - Nb. de pièces : 1 Montant des charges : 25 euros Disponible immédiatement Lieu : Rhône (69)"
Appartement 69 m2 Lyon 9,979 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295117811A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/photos.ubiflow.net/51/bf/LzY5NDUzOC81NDg2MjE4MjIvcGhvdG9zLzEuanBnPzIwMjYwOTA4MDcyMzI3_rct?func=crop&w=320&gravity=auto,2026-09-24,"LA ROTONDE – Référence de l'annonce 20502 – Idéalement située au cœur de Vaise, dans le 9ème arrondissement de Lyon, la résidence LA ROTONDE bénéficie d'un emplacement privilégié entre Gorge de Loup et Valmy. Commerces, services et métro D sont facilement accessibles. Découvrez ce bel appartement T3 de 69,25 m². Il se compose d'une entrée avec placard, d'un séjour lumineux avec cuisine ouverte, le tout prolongé par un agréable balcon de 9 m². L'espace nuit comprend deux chambres avec placard, une salle de bains équipée d'une baignoire, d'un meuble vasque et d'un miroir, ainsi que des WC séparés. Chauffage individuel au gaz. Un garage vient compléter ce bien. Un appartement lumineux et fonctionnel, idéalement situé dans un quartier dynamique et bien desservi. VALORITY ADB. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr Honoraires d'état des lieux : 207.75 Bien situé dans une ville soumis à l'encadrement des loyers : Adresse : place RHODIACETA, Lyon 9eme, Rhône (69)"
Appartement 113 m2 Lyon 3,1 952 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1293100021A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/img.netty.immo/fb/88/L3Byb2R1Y3R3L2NvbXBhbnk1NTAxNmFqbS8yL0xBMTk4Ni8xNzg4MTg1NTY1X0xBMTk4Nl8xN19vcmlnaW5hbC5qcGc_MjAyNjA5MjExMzQ5MjM_rct?func=crop&w=320&gravity=auto,2026-09-24,"RUE ANTOINE CHARIAL, DANS SECTEUR RESIDENTIEL, AU 8ème et DERNIER ETAGE D UNE RESIDENCE CALME, DE BON STANDINGAVEC JARDIN & PISCINE PRIVATIVE, NOUS VOUS PROPOSONS CE TYPE V MEUBLE DE 114M², EN PARFAIT ETAT AVEC TERRASSE ET BALCON, EXPOSE EST/OUEST, VUE DEGAGEE SUR PISCINE ET COLLINE DE LYONSEJOUR SUR TERRASSE, DEGAGEMENT AVEC DE NOMBREUX RANGEMENT MURAUX, 4 CHAMBRES, UNE CUISINE EQUIPPE OUVRANT SUR BALCON/EST, DEUX SALLE D'EAU, TOILETTES.CHAUFFAGE INDIVIDUEL ELECTRIQUE, DOUBLE VITRAGE, GARAGE Les coûts sont estimés en fonction des caractéristiques de votre logement et pour une utilisation standard sur 5 usages (chauffage, eau chaude sanitaire, climatisation,éclairage, auxiliaires) entre 1542€ et 2087€ par an""Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques "".Honoraires d'agence :1.482 euros dont 342 d'état des lieux Carte pro. 693537. ""Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques "". CC TTC Numéro de mandat : 2460193 Plus d'information : - Piscine - Aménagement pour handicapés Lieu : Rhône (69)"
Appartement 77 m2 Lyon 1,700 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1290542435A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/pentesimmo.staticlbi.com/31/ee/L3dhL2ltYWdlcy9iaWVucy8xLzkyZGQ5NWUxNWQzZGE0YjE5ZTkyMWMzZmQyMWUyYWFmL3Bob3RvX2E0Y2I1ZDljZDE0YTAyMDc2YTQ3YzM1NmZmMDQ1NGExLmpwZz8yMDI2MDkwODA1MTUwNg_rct?func=crop&w=320&gravity=auto,2026-09-24,"LOCATION A LA CHAMBRE AVEC DOUCHE ET LAVABO PRIVATIVE TOUTES CHARGES COMPRISES (edf, eau, internet) A PROXIMITE IMMEDIATE DE LA PLACE PRADEL Chambre à louer dans une colocation 100% féminine de 4 personnes maximum au sein d'un magnifique appartement en duplex de type T5 d'une surface de 77 m2 à proximité immédiate de la place Pradel. Il comprenant : - au premier niveau : séjour, une chambre, salle d'eau privative, espaces de rangement. - au second niveau : cuisine ouverte avec vaste espace de vie, trois chambres pourvues de douche, W.C Equipement mis à disposition : lave-vaisselle, lave-linge, sèche-linge, DPE D Loyer charges comprises comprenant l'ensemble des abonnements (internet, électricité, eau, entretien chaudière) : 700,00 EUR Dépôt de garantie : 700,00 EUR Honoraires à la charge du locataire : 500 € TTC comprenant l'état des lieux Détails : Nombre de chambre(s) : 4 Nombre de pièces : 5 Nombre de niveaux : 2 Nb de salle d'eau : 4 Cuisine : Americaine -Equipee Nombre de wc : 1 Part Honoraires Etat des lieux : 50 euros Type de charge : forfaitaires mensuelles Charges : 30 euros/mois Lieu : Rhône (69)"
Appartement 107 m2 Lyon 8,1 390 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1293005315A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/photos.ubiflow.net/85/29/LzY5MTQ5MS81Mzk3MDY5MzUvcGhvdG9zLzEuanBnPzIwMjYwOTA3MDUxNTA1_rct?func=crop&w=320&gravity=auto,2026-09-24,"Profitez d'une vue dégagée et d'un cadre lumineux dans cet appartement T4 spacieux de 108 m². Deux balcons et garage privatif complètent ce bien idéalement situé avec accès facile aux transports en commun. Situé au 133 rue Challemel-Lacour, au 7? et dernier étage avec ascenseur, ce spacieux appartement T4 de 108 m² offre une vue entièrement dégagée et un cadre de vie lumineux. Il se compose de trois chambres, d'une cuisine, d'une salle de bains, de nombreux rangements ainsi que d'un vaste séjour ouvert sur la salle à manger. Cette configuration offre différentes possibilités d'aménagement et peut notamment convenir à une famille ou à une colocation, (possibilité de créer une 4ème chambre semi-ouverte dans le séjour) Deux balcons permettent de profiter d'un agréable espace extérieur. Un garage privatif en sous-sol complète ce bien. L'appartement bénéficie d'un accès rapide aux lignes de bus et au tramway T6, facilitant les déplacements au quotidien. Disponible immédiatement Loyer de base: 1291€ Loyer de référence majoré: 1291€ Complément de loyer: 0€ Nom du négociateur : BON Fanny Honoraires d'état des lieux : 322.95 Bien situé dans une ville soumis à l'encadrement des loyers : Loyer de Référence Majoré : 1291 euros Adresse : 133, Rue Challemel-Lacour, Lyon, Rhône (69)"
Chambre 12 m2 Lyon 8,550 € CC*,https://www.paruvendu.fr/immobilier/location/chambre/1294954482A1KILHCM000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/39/4a/L2JpZW5zLzMzNzY0MjY3LzZhOTkzMjEzYzNjODE_MjAyNjA5MjQxMDA0MjM_rct?func=crop&w=320&gravity=auto,2026-09-24,"550€ CC / Mois A SAISIR!! JET D'EAU chambre meublée en colocation, ttes charges comprises ( chauffage, eau et EDF) , placards, balcon, digicode, double vitrage. Zone soumise à encadrement des loyers. Loyer de base: 450€. Loyer de référence majoré: 217,50€. Majoration de loyer: 232,50€. TTES NOS OFFRES DE LOCATION SUR LOCA.FR. Réf: 6936549. Frais de convention: 220€. Cette offre s'inscrit dans le cadre de la fourniture d'un fichier. Descriptif : - Surface habitable : 12 - Meublé - Nb. de pièces : 1 Montant des charges : 100 euros Disponible immédiatement Lieu : Rhône (69)"
Appartement 31 m2 Lyon 3,720 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294923744A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/25/77/L2JpZW5zLzMzNzU4NTIzLzZhOTgxMjE2OThkNmM_MjAyNjA5MjQxMDA0MjM_rct?func=crop&w=320&gravity=auto,2026-09-24,"720€ CC / Mois A SAISIR!! DAUPHINE LACASSAGNE f1bis meublé composé d'une entrée, séjour, cuisine équipée, alcôve, placards, sdd, wc, digicode, double vitrage, volets roulants. Zone soumise à encadrement des loyers. Loyer de base: 700€. Loyer de référence majoré: 730,80€. TTES NOS OFFRES DE LOCATION SUR LOCA.FR. Réf: 6936548. Frais de convention: 220€. Cette offre s'inscrit dans le cadre de la fourniture d'un fichier. Descriptif : - Surface habitable : 31 - Meublé - Nb. de pièces : 2 Montant des charges : 20 euros Disponible immédiatement Lieu : Rhône (69)"
Appartement 55 m2 Lyon 7,1 050 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294913624A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/b5/cb/L2JpZW5zLzMzNzU3ODk2LzZhOTkyMzJlMTczMjA_MjAyNjA5MjQxMDA0MjM_rct?func=crop&w=320&gravity=auto,2026-09-24,"1050€ CC / Mois A SAISIR!! JEAN MACE f3 meublé refait à neuf composé d'une entrée, séjour, cuisine équipée, 2 chambres, placards, sdb, wc, interphone, double vitrage. Zone soumise à encadrement des loyers. Loyer de base: 950€. Loyer de référence majoré: 929,50€. Majoration de loyer: 20,50€. TTES NOS OFFRES DE LOCATION SUR LOCA.FR. Réf: 6936547. Frais de convention: 220€. Cette offre s'inscrit dans le cadre de la fourniture d'un fichier. Descriptif : - Surface habitable : 55 - Meublé - Ascenseur - Nbre. de chambres : 2 - Nb. de pièces : 3 - Balcon Montant des charges : 100 euros Disponible immédiatement Lieu : Rhône (69)"
Appartement 55 m2 Lyon 7,840 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294907415A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.paruvendu.fr/33/c8/L21lZGlhLXBhL1dJMTcvNy84L1dJMTc3ODg2MzgwXzEuanBlZz8yMDI2MDkxMzE1NTIzNw_rct?func=crop&w=320&gravity=auto,2026-09-24,"Merci FAIRE présentation candidats et Garant demandé chacun signe distance. Sera géré par Mandataire Sans frais pour vous, appartement étage supérieur avec ascenseur, Semi meublé, cuisine équipé nécessaire, Libre, calme. 1 mois caution. Garage individuel s/sol Facultatif avec Supplément 48€, pour 2 colocs avec garant Chacun signe distance. Appartement Très Bien isolé pas froid hiver pas chaud été, Intersection avenue Berthelot / Route de Vienne dans prolongement rue Garibaldi 3 mn à pied Tram T6 et proche tram T2 + Bus C12 devant résidence, étage Supérieur avec ascenseur, côté jardin intérieur résidence. 2 chambres + Séjour, cuisine salle bain , wc Tout Séparé, Lumineux, Vu espace vert, immeuble Récent, proche Facultés, Part dieu + gare Jean Macé + part dieu + Hôpitaux avec Tram T6 Lieu : Rhône (69)"
Appartement 53 m2 Lyon 9,950 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1295648300A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/www.allyoucanpost.com/8f/33/L2FkLXBpY3R1cmUvNmFiNTBhN2M4YWYzNDQ1YmUzMGQyZWJhL3BpY3R1cmUtMC5qcGc_dHM9MTc5MDI0OTU5NiYyMDI2MDkyNDIwMTc0OA_rct?func=crop&w=320&gravity=auto,2026-09-24,"Appartement de 53 m2 à louer sur Lyon Bonjour, Disponible immédiatement et prêt à l'utilisation. Je met en location pour 6 mois avec possibilité de reconduction un appartement situé à Lyon 9eme À champvert meublé. Il est composé d'une cuisine équipé une salle de bain avec baignoire une chambre avec rangement salon et toilette séparés ainsi que deux grands balcons. Loyer 950€. Je recherche des personnes propres et assidues dans le paiement du loyer. Animaux non accepté. Je vous remercie et vous souhaite une bonne journée. Chercher un logement, c'est l'enfer, alors on a créé 123 Loger pour vous simplifier la vie. Combien ça coûte ? Vous réglez le pass de 34 euros (29 euros pour les étudiants). Le pass est mensuel, votre profil reste actif tant que vous restez abonné-e. Sans engagement, vous pouvez vous désabonner très facilement. Nous offrons une garantie satisfait-e ou remboursé-e pendant 1 mois. Comment ça marche ? Sur 123 Loger, ce sont les propriétaires qui contactent les locataires et ça change tout. 1 - Vous définissez vos critères : villes, surface, budget, etc 2 - Vous décrivez votre profil locataire : CDI, étudiant, indépendant, revenus, garant, etc… Une fois pour toute ! 3 - Les propriétaires consultent votre profil et vous contactent directement. À bientôt sur 123 Loger. CC TTC Charges : 50 euros/mois Lieu : Rhône (69)"
Appartement 31 m2 Lyon 5,845 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294829666A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.studio-net.fr/c7/c4/L2JpZW5zLzMzNzQ1NzAzLzZhYjEzN2U3MWExNmU_MjAyNjA5MjQxMDA0MjM_rct?func=crop&w=320&gravity=auto,2026-09-24,"845€ CC / Mois A VISITER!! SAINT GEORGES spacieux f1 composé d'un séjour, cuisine équipée, placards, sdb, wc, digicode, double vitrage. Zone soumise à encadrement des loyers. Loyer de base: 810€. Loyer de référence majoré: 654,10€. Majoration de loyer : 155,90€. TTES NOS OFFRES DE LOCATION SUR LOCA.FR. Réf: 6936544. Frais de convention: 220€. Cette offre s'inscrit dans le cadre de la fourniture d'un fichier. Descriptif : - Surface habitable : 31 - Nb. de pièces : 1 Montant des charges : 35 euros Disponible immédiatement Lieu : Rhône (69)"
Appartement 32 m2 Lyon 3,623 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1292863799A1KILHAP000,https://img.paruvendu.fr/media_ext/box.ics.fr/df/60/L2Nvcl9DT1JORUlMTEVfaWtsL2xvY2F0aW9uL3Bob3RvLzkwLUlNR180Mzk1LTYwMDg1Njg1MTU2Mjc0NDg3NzIuanBnPzIwMjYwOTAzMDUxNTA5_rct?func=crop&w=320&gravity=auto,2026-09-24,"Idéalement situé à Lyon 3, cet appartement T1 de 32 m² au 3ème étage offre une belle opportunité. Proche du tramway, il comprend une entrée, une cuisine avec alcôve et une chambre. Loyer mensuel de 623€ charges comprises. LYON 3 - APPARTEMENT T1 DE 32 M2 - LYON 3 - 14 IMPASSE BELLOEUF. Secteur Montchat à proximité du tramway (arrêt Dauphinée Lacassagne), un appartement T1 d'une superficie de 32 m² au 3ème étage sans ascenseur comprenant : une entrée, une cuisine avec alcôve, une chambre, W.C. Salle d'eau. Chauffage électrique. Les charges comprennent l'entretien des parties communes. Bien soumis à l'encadrement de loyer - Loyer de référence majoré (loyer de base à ne pas dépasser) : 20.5 €/m² soit 655.59 € - Loyer de base : 17.10 €/m² soit 546.86 €. Loyer de 623,00 euros par mois charges comprises dont 40,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Les honoraires charge locataire sont de 417,89 euros ( soit 13,07 euros/m² ) dont 96,90 euros pour état des lieux ( soit 3,03 euros/m² ). Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 610 et 860 euros. Prix moyens des énergies indexés en 2023. Zone soumise à encadrement des loyers. Le loyer de base du bien proposé est de 583 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 655,59 euros Nom négociateur : GATEWAY CORNEILLE null Lieu : Rhône (69)"
Appartement 36 m2 Lyon 1,890 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1290334100A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/pentesimmo.staticlbi.com/36/43/L3dhL2ltYWdlcy9iaWVucy8xLzZiN2VhMjI2OGY1MmZmM2Q3NDI3ODA5ZDQ5OWVjZGVmL3Bob3RvX2ZhMjlkYThkNzZkMzk2MzFiOWRjMzVjOTQzM2ZkODczLmpwZz8yMDI2MDkwMzA1MTUwNg_rct?func=crop&w=320&gravity=auto,2026-09-24,"Appartement T1 bis au rez-de-chaussée entièrement meublé et décoré avec goût. Profitez d'un espace confortable avec coin cuisine, buanderie et un loyer de 860€ charges comprises. Atouts : chauffage électrique et double vitrage. T1 BIS SECTEUR CROIX-PAQUET/HOTEL DE VILLE A louer ce bel appartement de type T1 BIS, tout juste décoré avec goût, d'une surface de 36 m2, situé en rez-de-chaussée, MEUBLE et EQUIPE, et comprenant séjour avec coin cuisine, coin nuit avec salle d'eau, W.C séparés, buanderie, espaces de rangement. Autres prestations : chauffage individuel électrique, double vitrage, lave-linge Loyer : 830,00 EUR Loyer de référence : 716,40 EUR Loyer de référence majoré : 860,40 EUR Montant des charges : 60,00 EUR comprenant l'eau Dépôt de garantie : 2 mois de loyer hors charges Honoraires à la charge du locataire : 472,32 € TTC comprenant l'état des lieux DPE D Détails : Nombre de chambre(s) : 1 Nombre de pièces : 1 Nombre de niveaux : 1 Nb de salle d'eau : 1 Cuisine : Kitchenette -Equipee Mode de chauffage : RADIATEUR Type de chauffage : ELECTRIQUE Format de chauffage : INDIVIDUEL Nombre de wc : 1 Part Honoraires Etat des lieux : 109.08 euros Type de charge : forfaitaires mensuelles Charges : 60 euros/mois Lieu : Rhône (69)"
Appartement 11 m2 Lyon 7,600 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1294870361A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/ab/48/L29mZmljZTIwL2ltbW96b25fMzEwNTIyL2NhdGFsb2cvaW1hZ2VzL3ByX3AvNi8xLzQvNC85LzEvMS8wLzYxNDQ5MTEwYS5qcGc_REFURU1BSj0xOC8wOS8yMDI2LTE4OjIxOjM3JjIwMjYwOTE5MDczMDA2_rct?func=crop&w=320&gravity=auto,2026-09-24,"Située dans le dynamique quartier LECLERC - Gerland, cette chambre lumineuse constitue un pied-à-terre pratique proche des services et des transports. La chambre, de 11 m², fait partie d'un appartement partagé, de chauffage collectif. L'appartement totalise salles de bain sur 69 m².Disposition idéale pour une vie partagée entre étudiants et jeunes actifs : 3 pièces et 3 lits, situé au 4éme étage. Idéal pour étudiants ou jeunes professionnels recherchant un logement équipé à Lyon. Charges : 100 Provision sur Charges : 100 euros Bareme ALUR : https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/257520.pdf Honoraires Etat des lieux Locataires : 70 Lieu : Rhône (69)"
Appartement 82 m2 Lyon 8,1 600 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1290282404A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/photos.ubiflow.net/aa/03/LzY5MTQ5MS80NzAzNjUxNTQvcGhvdG9zLzEuanBnPzIwMjYwOTIxMTM1NzA2_rct?func=crop&w=320&gravity=auto,2026-09-24,"IDEAL COLOCATION pour 4 personnes Appartement meublé de type 5 de 85.02m² situé 322 Avenue Berthelot 69008 LYON au 4ème étage avec ascenseur. Il se compose d'un hall d'entrée, de quatre chambres, d'un séjour ouvert sur une cuisine aménagée et équipée, d'une salle d'eau et d'un WC séparé. Chauffage et eau froide inclus dans les charges Disponible immédiatement A proximité immédiate de la ligne de tramway T2 arrêt Bachut - Mairie du 8ème Loyer de référence majoré (loyer de base à ne pas dépasser) : 1172,46€ loyer de base : 1172,46€ complément de loyer: 252,54€ Nom du négociateur : BON Fanny Honoraires d'état des lieux : 246.15 Bien situé dans une ville soumis à l'encadrement des loyers : Loyer de Référence Majoré : 1172.46 euros Montant du complément de loyer : 252.54 euros Adresse : 322, Avenue Berthelot, Lyon, Rhône (69)"
Appartement 69 m2 Lyon 7,1 900 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1292769010A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.immo-facile.com/e4/b1/L29mZmljZTIwL2ltbW96b25fMzEwNTIyL2NhdGFsb2cvaW1hZ2VzL3ByX3AvNi8wLzkvMS8yLzcvNi83LzYwOTEyNzY3YS5qcGc_REFURU1BSj0wMS8wNy8yMDI2LTA5OjMxOjA0JjIwMjYwOTAxMDUxNTA0_rct?func=crop&w=320&gravity=auto,2026-09-24,"Chambre lumineuse en colocation, idéalement située à Lyon dans le quartier dynamique Leclerc - Gerland. Parfait pour étudiants ou jeunes professionnels, cet appartement de 69 m² offre tout le confort nécessaire avec Wi-Fi et équipements modernes. Située dans le dynamique quartier LECLERC - Gerland, cet appartement en colocation, chambre lumineuse constitue un pied-à-terre pratique proche des services et des transports. La chambre, de 11 m². L'appartement totalise salles de bain sur 69 m².Disposition idéale pour une vie partagée entre étudiants et jeunes actifs : 3 pièces et 3 lits, situé au 1er étage. Idéal pour étudiants ou jeunes professionnels recherchant un logement équipé à Lyon. Charges : 100 Provision sur Charges : 100 euros Bareme ALUR : https://media.immo-facile.com/segments/immo/catalog/images/manufacturers_bareme/257520.pdf Honoraires Etat des lieux Locataires : 70 Lieu : Rhône (69)"
Appartement 28 m2 Lyon 7,650 € CC*,https://www.paruvendu.fr/immobilier/location/appartement/1292741961A1KILHAP000,https://img.paruvendu.fr/media_ext/_https_/media.paruvendu.fr/8a/1b/L21lZGlhLXBhLzk5MjYvNi80Lzk5MjY2NDc4NzJfMS5KUEc_MjAyNjA4MzEwNTE1MDY_rct?func=crop&w=320&gravity=auto,2026-09-24,"Proximité Place Jean Macé, Beau T1 en entresol, de 27 m2 composé d'un séjour avec coin cuisine équipée, une chambre en double vitrage, une douche, et un WC. Le chauffage et l'eau chaude sont assurés par un Cumulus. LIBRE DE SUITE- Loyer 610 € + 40 € de charges. Mail : Disponible immédiatement Adresse : 123 avenue Jean Jaurès, Lyon, Rhône (69)"
